key,positive_eff,negative_eff,no_eff
competence_some,0.9998333333333334,0,1.6666666666666666e-4
competence_xor,0.9996666666666667,0,3.333333333333333e-4
prior_some,0,0.9975,0.0025
prior_xor,0,0.9968333333333333,0.0031666666666666666
relevance_some,0.5685,0.12133333333333333,0.31016666666666665
relevance_xor,0.022,0.764,0.214
