key,positive_eff,negative_eff,no_eff
competence_some,1,0,0
competence_xor,0.9921666666666666,5e-4,0.007333333333333333
prior_some,0,0.9991666666666666,8.333333333333334e-4
prior_xor,1.6666666666666666e-4,0.9971666666666666,0.0026666666666666666
relevance_some,0.7698333333333334,0.028833333333333332,0.20133333333333334
relevance_xor,0.018833333333333334,0.8261666666666667,0.155
